cluster_id,protein_id
CPX-7885,YGL227W
CPX-7885,YMR135C
CPX-7885,YLR149C
CPX-7885,YIL017C
CPX-7885,YIL097W
CPX-7885,YCL039W
CPX-7885,YDR255C
CPX-8127,YDL126C
CPX-8127,YBL058W
CPX-8171,YLR199C
CPX-8171,YKL206C
CPX-8172,YPL144W
CPX-8172,YLR021W
CPX-8559,YDR150W
CPX-8559,YPR083W
CPX-1091,YPL167C
CPX-1091,YJR006W
CPX-1091,YJR043C
CPX-1091,YIL139C
CPX-3211,YGL192W
CPX-3211,YGL036W
CPX-3211,YNL196C
CPX-3211,YBR057C
CPX-3211,YCL055W
CPX-784,YJL012C
CPX-784,YPL019C
CPX-784,YER072W
CPX-8568,YFL004W
CPX-8568,YJL012C
CPX-8568,YER072W
CPX-1792,YML062C
CPX-1792,YNL139C
CPX-1792,YDR138W
CPX-1792,YNL253W
CPX-9181,YLR180W
CPX-9181,YIL074C
CPX-9181,YDR502C
CPX-9181,YLR058C
CPX-9181,YAL038W
CPX-9181,YER081W
CPX-9181,YLR153C
CPX-1901,YOL044W
CPX-1901,YNL329C
CPX-1901,YKL197C
CPX-1903,YJL210W
CPX-1903,YMR026C
CPX-1903,YDR265W
CPX-1904,YLR191W
CPX-1904,YNL214W
CPX-1904,YGL153W
CPX-1905,YHR160C
CPX-1905,YDR142C
CPX-1906,YGR239C
CPX-1906,YDR142C
CPX-26486,YPR176C
CPX-26486,YKR004C
CPX-1197,YMR029C
CPX-1197,YFR008W
CPX-1197,YDR200C
CPX-1197,YLR238W
CPX-1197,YNR032W
CPX-1197,YNL127W
CPX-1197,YMR052W
CPX-1939,YOR115C
CPX-1939,YML077W
CPX-1939,YMR218C
CPX-1939,YGR166W
CPX-1939,YBR254C
CPX-1939,YKR068C
CPX-1939,YEL048C
CPX-1939,YDR246W
CPX-1939,YDR407C
CPX-1939,YDR472W
CPX-1940,YOR115C
CPX-1940,YDR472W
CPX-1940,YBR254C
CPX-1940,YKR068C
CPX-1940,YDR246W
CPX-1940,YML077W
CPX-1947,YGR264C
CPX-1947,YGL245W
CPX-1947,YGL105W
CPX-1028,YNL297C
CPX-1028,YIL048W
CPX-1028,YDR141C
CPX-26727,YPL008W
CPX-26727,YPR135W
CPX-26729,YDR189W
CPX-26729,YLR026C
CPX-26731,YGL001C
CPX-26731,YGR060W
CPX-26731,YLR100W
CPX-2091,YIR008C
CPX-2091,YBL035C
CPX-2091,YNL102W
CPX-2091,YKL045W
CPX-2101,YDL102W
CPX-2101,YJR006W
CPX-2101,YJR043C
CPX-2110,YPR175W
CPX-2110,YNL262W
CPX-2110,YBR278W
CPX-2110,YDR121W
CPX-2112,YLR453C
CPX-2112,YNL216W
CPX-2112,YBR275C
CPX-2122,YDR485C
CPX-2122,YBR231C
CPX-2122,YAL011W
CPX-2122,YLR385C
CPX-2122,YLR399C
CPX-2122,YGR002C
CPX-2122,YNL107W
CPX-2122,YML041C
CPX-2122,YDR190C
CPX-2122,YPL235W
CPX-2122,YFL039C
CPX-2122,YDR334W
CPX-2122,YJL081C
CPX-2122,YLR085C
CPX-2156,YIL142W
CPX-2156,YJL014W
CPX-2156,YDL143W
CPX-2156,YJL008C
CPX-2156,YJR064W
CPX-2156,YDR188W
CPX-2156,YJL111W
CPX-2156,YDR212W
CPX-2225,YGL106W
CPX-2225,YBR109C
CPX-2225,YOR326W
CPX-2262,YDR394W
CPX-2262,YOR362C
CPX-2262,YFR052W
CPX-2262,YOR261C
CPX-2262,YDL147W
CPX-2262,YHR200W
CPX-2262,YML092C
CPX-2262,YDR427W
CPX-2262,YGL011C
CPX-2262,YDL097C
CPX-2262,YGR253C
CPX-2262,YBL041W
CPX-2262,YER094C
CPX-2262,YOR259C
CPX-2262,YDL007W
CPX-2262,YER021W
CPX-2262,YMR314W
CPX-2262,YGL048C
CPX-2262,YJL001W
CPX-2262,YGR135W
CPX-2262,YFR050C
CPX-2262,YHR027C
CPX-2262,YER012W
CPX-2262,YPR103W
CPX-2262,YOL038W
CPX-2262,YFR004W
CPX-2262,YIL075C
CPX-2262,YPR108W
CPX-2262,YOR157C
CPX-2262,YKL145W
CPX-2262,YOR117W
CPX-2267,YMR038C
CPX-2267,YJR104C
CPX-2281,YLR099W-A
CPX-2281,YOL026C
CPX-2321,YHR122W
CPX-2321,YDR267C
CPX-2321,YIL128W
CPX-2371,YGR181W
CPX-2371,YJR135W-A
CPX-2523,YPL218W
CPX-2523,YDL195W
CPX-2523,YIL109C
CPX-2523,YPR181C
CPX-2523,YLR208W
CPX-2533,YDL160C-A
CPX-2533,YPL018W
CPX-2533,YDR374W-A
CPX-2533,YOL086W-A
CPX-2533,YJR135C
CPX-2533,YGR179C
CPX-2533,YDR254W
CPX-2533,YLR315W
CPX-2533,YBR107C
CPX-2533,YPR046W
CPX-2533,YFR046C
CPX-2533,YKL089W
CPX-2533,YBR211C
CPX-2533,YDR383C
CPX-2533,YDR318W
CPX-2533,YLR381W
CPX-2541,YGL087C
CPX-2541,YDR092W
CPX-2566,YDR225W
CPX-2566,YNL030W
CPX-2566,YBR010W
CPX-2566,YBL002W
CPX-2581,YKL191W
CPX-2581,YIL103W
CPX-2660,YPR110C
CPX-2660,YPR190C
CPX-2660,YJL011C
CPX-2660,YNL151C
CPX-2660,YKL144C
CPX-2660,YDR045C
CPX-2660,YOR210W
CPX-2660,YPR187W
CPX-2660,YOR224C
CPX-2660,YOR207C
CPX-2660,YHR143W-A
CPX-2660,YBR154C
CPX-2660,YOR116C
CPX-2660,YDL150W
CPX-2660,YNR003C
CPX-2660,YKR025W
CPX-2660,YNL113W
CPX-2678,YJL062W
CPX-2678,YDR302W
CPX-2680,YLL031C
CPX-2680,YDR302W
CPX-2723,YJR122W
CPX-2723,YLL027W
CPX-2723,YPR067W
CPX-2800,YGL115W
CPX-2800,YDR477W
CPX-2800,YGL208W
CPX-2854,YPL048W
CPX-2854,YAL003W
CPX-2854,YBR118W
CPX-2894,YDR367W
CPX-2894,YKL004W
CPX-2902,YCR066W
CPX-2902,YGL058W
CPX-2910,YDL074C
CPX-2910,YGL058W
CPX-2918,YGR184C
CPX-2918,YGL058W
CPX-2921,YMR275C
CPX-2921,YER125W
CPX-2923,YER125W
CPX-2923,YML111W
CPX-2935,YLR024C
CPX-2935,YGL058W
CPX-2937,YLR024C
CPX-2937,YMR100W
CPX-2937,YGL058W
CPX-2944,YBL023C
CPX-2944,YPR019W
CPX-2944,YGL201C
CPX-2944,YEL032W
CPX-2944,YBR202W
CPX-2944,YLR274W
CPX-2946,YDL126C
CPX-2946,YGR048W
CPX-2946,YBR170C
CPX-2948,YMR022W
CPX-2948,YMR264W
CPX-2950,YBR091C
CPX-2950,YHR005C-A
CPX-3028,YMR306W
CPX-3028,YPR165W
CPX-3034,YCL009C
CPX-3034,YMR108W
CPX-3036,YAL023C
CPX-3036,YDL095W
CPX-3037,YOR321W
CPX-3037,YDL095W
CPX-3038,YAL023C
CPX-3038,YDL093W
CPX-3040,YOR321W
CPX-3040,YDL093W
CPX-3055,YBR171W
CPX-3055,YDR086C
CPX-3055,YLR292C
CPX-3055,YOR254C
CPX-3055,YPL094C
CPX-3055,YER087C-B
CPX-3055,YLR378C
CPX-3056,YBR171W
CPX-3056,YLR292C
CPX-3056,YOR254C
CPX-3056,YPL094C
CPX-3069,YDL126C
CPX-3069,YDR049W
CPX-3069,YBR170C
CPX-3070,YDR057W
CPX-3070,YOL013C
CPX-3070,YLR207W
CPX-3070,YBR201W
CPX-3070,YML013W
CPX-3070,YML029W
CPX-3074,YML013W
CPX-3074,YIL030C
CPX-3078,YDR137W
CPX-3078,YLR039C
CPX-3087,YDR078C
CPX-3087,YHL006C
CPX-3087,YLR376C
CPX-3087,YIL132C
CPX-3088,YNL325C
CPX-3088,YLR386W
CPX-3088,YFR021W
CPX-3088,YFR019W
CPX-3088,YNL054W
CPX-3139,YDR004W
CPX-3139,YDR076W
CPX-3146,YFL036W
CPX-3146,YMR228W
CPX-3155,YFL024C
CPX-3155,YNL107W
CPX-3155,YGR002C
CPX-3155,YOR244W
CPX-3155,YEL018W
CPX-3155,YHR099W
CPX-3155,YJR082C
CPX-3155,YDR359C
CPX-3155,YNL136W
CPX-3155,YFL039C
CPX-3155,YPR023C
CPX-3155,YHR090C
CPX-3155,YJL081C
CPX-3158,YBR058C-A
CPX-3158,YKL212W
CPX-3158,YGR038W
CPX-3158,YLR350W
CPX-3158,YDR062W
CPX-3158,YMR296C
CPX-3159,YBR228W
CPX-3159,YLR135W
CPX-3163,YFR030W
CPX-3163,YJR137C
CPX-3172,YML121W
CPX-3172,YKR007W
CPX-3172,YBR077C
CPX-3172,YGR163W
CPX-3172,YCR075W-A
CPX-3179,YDL013W
CPX-3179,YER116C
CPX-3180,YMR287C
CPX-3180,YPL029W
CPX-3184,YNL136W
CPX-3184,YPR023C
CPX-3184,YEL018W
CPX-3185,YFL024C
CPX-3185,YOR244W
CPX-3185,YHR090C
CPX-3188,YNL271C
CPX-3188,YLR319C
CPX-3188,YNL293W
CPX-3188,YOL112W
CPX-3188,YER149C
CPX-3188,YLL021W
CPX-3196,YOL009C
CPX-3196,YLL006W
CPX-3196,YAL048C
CPX-3196,YGL219C
CPX-3196,YAL010C
CPX-3207,YER178W
CPX-3207,YFL018C
CPX-3207,YGR193C
CPX-3207,YBR221C
CPX-3207,YNL071W
CPX-3212,YJL030W
CPX-3212,YGR188C
CPX-3212,YOR026W
CPX-3212,YGL086W
CPX-3215,YML069W
CPX-3215,YGL207W
CPX-3226,YPR070W
CPX-3226,YDL005C
CPX-3226,YLR071C
CPX-3226,YDR308C
CPX-3226,YGR104C
CPX-3226,YPR168W
CPX-3226,YBR193C
CPX-3226,YGL127C
CPX-3226,YBR253W
CPX-3226,YHR041C
CPX-3226,YNL236W
CPX-3226,YGL025C
CPX-3226,YGL151W
CPX-3226,YNR010W
CPX-3226,YOL051W
CPX-3226,YER022W
CPX-3226,YBL093C
CPX-3226,YHR058C
CPX-3226,YMR112C
CPX-3226,YOR174W
CPX-3226,YOL135C
CPX-3231,YDR128W
CPX-3231,YBL104C
CPX-3231,YJR138W
CPX-3231,YEL062W
CPX-3231,YOL138C
CPX-3231,YHL023C
CPX-3231,YLR208W
CPX-3231,YGL100W
CPX-3233,YKL143W
CPX-3233,YML121W
CPX-3233,YKR007W
CPX-3233,YBR077C
CPX-3233,YGR163W
CPX-3234,YFL009W
CPX-3234,YDR328C
CPX-3234,YOL133W
CPX-3234,YDR054C
CPX-3234,YDL132W
CPX-3238,YPR180W
CPX-3238,YDR390C
CPX-3241,YJR090C
CPX-3241,YDR328C
CPX-3241,YOL133W
CPX-3241,YDR054C
CPX-3241,YDL132W
CPX-3242,YDR328C
CPX-3242,YLR368W
CPX-3242,YOL133W
CPX-3242,YDR054C
CPX-3242,YDL132W
CPX-3243,YML088W
CPX-3243,YDR328C
CPX-3243,YOL133W
CPX-3243,YDR054C
CPX-3243,YDL132W
CPX-3244,YDR328C
CPX-3244,YJL149W
CPX-3244,YOL133W
CPX-3244,YDR054C
CPX-3244,YDL132W
CPX-3248,YNL008C
CPX-3248,YMR119W
CPX-3248,YNL159C
CPX-3249,YDR328C
CPX-3249,YIL046W
CPX-3249,YOL133W
CPX-3249,YDR054C
CPX-3249,YDL132W
CPX-3250,YOL133W
CPX-3250,YDR328C
CPX-3250,YOR080W
CPX-3250,YDR054C
CPX-3250,YDL132W
CPX-3253,YLR352W
CPX-3253,YDR328C
CPX-3253,YOL133W
CPX-3253,YDR054C
CPX-3253,YDL132W
CPX-3254,YBR280C
CPX-3254,YDR328C
CPX-3254,YOL133W
CPX-3254,YDR054C
CPX-3254,YDL132W
CPX-3255,YLR097C
CPX-3255,YDR328C
CPX-3255,YOL133W
CPX-3255,YDR054C
CPX-3255,YDL132W
CPX-3265,YPL009C
CPX-3265,YMR247C
CPX-3265,YGR048W
CPX-3265,YBR170C
CPX-3265,YDL126C
CPX-3265,YDR333C
CPX-3279,YIR024C
CPX-3279,YPL099C
CPX-3281,YLR295C
CPX-3281,YBL099W
CPX-3281,YJR121W
CPX-3281,YDR298C
CPX-3281,YDR322C-A
CPX-3281,YDL004W
CPX-3281,YPL078C
CPX-3281,YKL016C
CPX-3281,YPL271W
CPX-3281,YML081C-A
CPX-3281,YBR039W
CPX-3281,YOL077W-A
CPX-3281,YDR377W
CPX-3281,YPR020W
CPX-3284,YHR062C
CPX-3284,YNL221C
CPX-3284,YGR030C
CPX-3284,YBL018C
CPX-3284,YBR167C
CPX-3284,YNL282W
CPX-3284,YDR478W
CPX-3284,YAL033W
CPX-3284,YLR145W
CPX-3284,YBR257W
CPX-3294,YGL094C
CPX-3294,YKL025C
CPX-3298,YLR318W
CPX-3298,YIL009C-A
CPX-3298,YLR233C
