protein_a,protein_b,weight
YDR099W,YOR257W,1.0
YDR099W,YPL074W,1.0
YDR099W,YPR049C,1.0
YDR101C,YDR168W,1.0
YDR101C,YJL122W,1.0
YDR103W,YDR148C,1.0
YDR103W,YEL023C,1.0
YDR108W,YDR472W,1.0
YDR108W,YIL078W,1.0
YDR108W,YPR078C,1.0
YDR111C,YER147C,1.0
YDR118W,YHR166C,1.0
YDR118W,YKL022C,1.0
YDR118W,YLR102C,1.0
YDR118W,YLR127C,1.0
YDR120C,YER049W,1.0
YDR120C,YLR309C,1.0
YDR121W,YJL065C,1.0
YDR121W,YNL262W,1.0
YDR121W,YPR175W,1.0
YDR123C,YOL108C,1.0
YDR129C,YCR008W,1.0
YDR129C,YDL095W,1.0
YDR129C,YEL037C,1.0
YDR129C,YGL092W,1.0
YDR129C,YJL092W,1.0
YDR129C,YJL138C,1.0
YDR129C,YKL126W,1.0
YDR129C,YLR203C,1.0
YDR129C,YLR330W,1.0
YDR129C,YOL013C,1.0
YDR137W,YLR039C,1.0
YDR137W,YNL044W,1.0
YDR137W,YPR080W,1.0
YDR138W,YDL084W,1.0
YDR138W,YHR167W,1.0
YDR138W,YJR032W,1.0
YDR138W,YML062C,1.0
YDR138W,YNL004W,1.0
YDR138W,YNL139C,1.0
YDR138W,YNR047W,1.0
YDR138W,YOR191W,1.0
YDR139C,YNL281W,1.0
YDR139C,YOR100C,1.0
YDR139C,YOR216C,1.0
YDR140W,YIL050W,1.0
YDR141C,YNL297C,1.0
YDR142C,YJR012C,1.0
YDR145W,YDR167W,1.0
YDR145W,YDR176W,1.0
YDR145W,YDR448W,1.0
YDR145W,YER148W,1.0
YDR145W,YGL066W,1.0
YDR145W,YGL112C,1.0
YDR145W,YGR130C,1.0
YDR145W,YGR274C,1.0
YDR145W,YML015C,1.0
YDR145W,YMR005W,1.0
YDR145W,YMR227C,1.0
YDR145W,YMR236W,1.0
YDR145W,YPL011C,1.0
YDR145W,YPL047W,1.0
YDR147W,YHR087W,1.0
YDR148C,YIL125W,1.0
YDR148C,YJL050W,1.0
YDR152W,YGR173W,1.0
YDR152W,YIL152W,1.0
YDR153C,YGL213C,1.0
YDR153C,YJL033W,1.0
YDR153C,YKL023W,1.0
YDR153C,YLR398C,1.0
YDR153C,YPR189W,1.0
YDR155C,YLR135W,1.0
YDR155C,YLR299W,1.0
YDR155C,YMR038C,1.0
YDR155C,YPR120C,1.0
YDR156W,YJR063W,1.0
YDR156W,YNL248C,1.0
YDR156W,YOR210W,1.0
YDR156W,YOR340C,1.0
YDR156W,YOR341W,1.0
YDR156W,YPR010C,1.0
YDR156W,YPR049C,1.0
YDR156W,YPR110C,1.0
YDR159W,YDR264C,1.0
YDR159W,YIL034C,1.0
YDR159W,YMR304W,1.0
YDR166C,YGR037C,1.0
YDR166C,YPR114W,1.0
YDR167W,YDR176W,1.0
YDR167W,YDR448W,1.0
YDR167W,YGL066W,1.0
YDR167W,YGL112C,1.0
YDR167W,YGR274C,1.0
YDR167W,YML098W,1.0
YDR167W,YMR005W,1.0
YDR167W,YMR227C,1.0
YDR167W,YOR207C,1.0
YDR167W,YPL011C,1.0
YDR167W,YPL047W,1.0
YDR167W,YPL254W,1.0
YDR168W,YDR463W,1.0
YDR170C,YHR201C,1.0
YDR171W,YBR001C,1.0
YDR171W,YBR087W,1.0
YDR171W,YBR169C,1.0
YDR171W,YJL092W,1.0
YDR171W,YJR148W,1.0
YDR171W,YLR304C,1.0
YDR171W,YPR035W,1.0
YDR171W,YPR144C,1.0
YDR172W,YBR143C,1.0
YDR172W,YBR196C,1.0
YDR172W,YDR495C,1.0
YDR172W,YML005W,1.0
YDR172W,YMR230W,1.0
YDR172W,YOL011W,1.0
YDR174W,YAR007C,1.0
YDR174W,YBR010W,1.0
YDR174W,YBR060C,1.0
YDR174W,YBR159W,1.0
YDR174W,YBR247C,1.0
YDR174W,YCR043C,1.0
YDR174W,YDL043C,1.0
YDR174W,YDL095W,1.0
YDR174W,YDL182W,1.0
YDR174W,YDL208W,1.0
YDR174W,YDR044W,1.0
YDR174W,YDR176W,1.0
YDR174W,YDR283C,1.0
YDR174W,YER095W,1.0
YDR174W,YER116C,1.0
YDR174W,YFL024C,1.0
YDR174W,YFR013W,1.0
YDR174W,YGL035C,1.0
YDR174W,YGL099W,1.0
YDR174W,YGL200C,1.0
YDR174W,YGR090W,1.0
YDR174W,YGR250C,1.0
YDR174W,YGR275W,1.0
YDR174W,YHR039C,1.0
YDR174W,YHR118C,1.0
YDR174W,YHR193C,1.0
YDR174W,YIL036W,1.0
YDR174W,YIL076W,1.0
YDR174W,YIL150C,1.0
YDR174W,YJL033W,1.0
YDR174W,YLR022C,1.0
YDR174W,YLR203C,1.0
YDR174W,YLR320W,1.0
YDR174W,YLR385C,1.0
YDR174W,YLR429W,1.0
YDR174W,YLR442C,1.0
YDR174W,YLR455W,1.0
YDR174W,YML012W,1.0
YDR174W,YML131W,1.0
YDR174W,YMR044W,1.0
YDR174W,YMR123W,1.0
YDR174W,YMR140W,1.0
YDR174W,YMR229C,1.0
YDR174W,YNL031C,1.0
YDR174W,YOL004W,1.0
YDR174W,YOR172W,1.0
YDR174W,YOR217W,1.0
YDR174W,YPL153C,1.0
YDR174W,YPR161C,1.0
YDR174W,YPR175W,1.0
YDR175C,YDR124W,1.0
YDR175C,YDR337W,1.0
YDR175C,YDR347W,1.0
YDR175C,YER050C,1.0
YDR175C,YGR165W,1.0
YDR175C,YHL004W,1.0
YDR175C,YIL093C,1.0
YDR175C,YJL063C,1.0
YDR175C,YJR096W,1.0
YDR175C,YJR113C,1.0
YDR175C,YKL155C,1.0
YDR175C,YNL137C,1.0
YDR175C,YNR036C,1.0
YDR175C,YOR158W,1.0
YDR176W,YDR208W,1.0
YDR176W,YDR392W,1.0
YDR176W,YDR448W,1.0
YDR176W,YGR252W,1.0
YDR176W,YOR023C,1.0
YDR176W,YPL047W,1.0
YDR176W,YPR008W,1.0
YDR179C,YAL047C,1.0
YDR179C,YIL071C,1.0
YDR179C,YMR025W,1.0
YDR179C,YOL117W,1.0
YDR180W,YER147C,1.0
YDR181C,YKL212W,1.0
YDR181C,YMR127C,1.0
YDR189W,YLR026C,1.0
YDR190C,YBR231C,1.0
YDR190C,YCR060W,1.0
YDR190C,YDL002C,1.0
YDR190C,YDR334W,1.0
YDR190C,YDR485C,1.0
YDR190C,YEL044W,1.0
YDR190C,YER092W,1.0
YDR190C,YFL013C,1.0
YDR190C,YGR002C,1.0
YDR190C,YGR086C,1.0
YDR190C,YHR034C,1.0
YDR190C,YJL081C,1.0
YDR190C,YLR052W,1.0
YDR190C,YLR385C,1.0
YDR190C,YML041C,1.0
YDR190C,YNL059C,1.0
YDR190C,YNL215W,1.0
YDR190C,YOR141C,1.0
YDR190C,YOR189W,1.0
YDR190C,YPL235W,1.0
YDR195W,YGR156W,1.0
YDR195W,YJR093C,1.0
YDR195W,YKL018W,1.0
YDR195W,YKL059C,1.0
YDR195W,YLR115W,1.0
YDR195W,YNL317W,1.0
YDR195W,YOR179C,1.0
YDR195W,YPR107C,1.0
YDR201W,YDR320C-A,1.0
YDR201W,YGL061C,1.0
YDR201W,YGR113W,1.0
YDR201W,YKL052C,1.0
YDR201W,YKR037C,1.0
YDR201W,YKR083C,1.0
YDR211W,YGR083C,1.0
YDR211W,YKR026C,1.0
YDR211W,YLR291C,1.0
YDR211W,YOR260W,1.0
YDR213W,YML111W,1.0
YDR221W,YHR193C,1.0
YDR224C,YLR133W,1.0
YDR226W,YER078C,1.0
YDR227W,YDR365C,1.0
YDR227W,YLR278C,1.0
YDR227W,YLR442C,1.0
YDR227W,YNL186W,1.0
YDR233C,YPL154C,1.0
YDR234W,YEL034W,1.0
YDR234W,YLL026W,1.0
YDR234W,YPL048W,1.0
YDR235W,YDR240C,1.0
YDR237W,YDR322W,1.0
YDR237W,YNL005C,1.0
YDR238C,YBR047W,1.0
YDR238C,YER122C,1.0
YDR238C,YFR051C,1.0
YDR238C,YIL076W,1.0
YDR238C,YLR051C,1.0
YDR238C,YNL287W,1.0
YDR238C,YOR363C,1.0
YDR238C,YPL010W,1.0
YDR240C,YLR298C,1.0
YDR246W,YDR472W,1.0
YDR252W,YGR134W,1.0
YDR252W,YJR011C,1.0
YDR254W,YJL105W,1.0
YDR254W,YJR135C,1.0
YDR254W,YLR315W,1.0
YDR254W,YNR013C,1.0
YDR254W,YNR062C,1.0
YDR255C,YMR135C,1.0
YDR263C,YMR291W,1.0
YDR267C,YHR122W,1.0
YDR272W,YEL040W,1.0
YDR272W,YLR043C,1.0
YDR272W,YOR081C,1.0
YDR279W,YLR154C,1.0
YDR279W,YNL072W,1.0
YDR280W,YBL055C,1.0
YDR280W,YGR158C,1.0
YDR280W,YGR195W,1.0
YDR280W,YHR069C,1.0
YDR280W,YHR081W,1.0
YDR280W,YJR125C,1.0
YDR280W,YNL232W,1.0
YDR280W,YNR024W,1.0
YDR280W,YOL021C,1.0
YDR280W,YOL142W,1.0
YDR280W,YOR001W,1.0
YDR280W,YOR076C,1.0
YDR283C,YDR181C,1.0
YDR283C,YGR167W,1.0
YDR283C,YKL101W,1.0
YDR283C,YLL005C,1.0
YDR283C,YML057W,1.0
YDR283C,YMR255W,1.0
YDR283C,YNL047C,1.0
YDR283C,YNR051C,1.0
YDR287W,YNL035C,1.0
YDR288W,YEL019C,1.0
YDR288W,YOL034W,1.0
YDR288W,YOR352W,1.0
YDR289C,YGL246C,1.0
YDR289C,YOR048C,1.0
YDR293C,YER033C,1.0
YDR293C,YJL098W,1.0
YDR293C,YKR028W,1.0
YDR293C,YLR022C,1.0
YDR293C,YMR304W,1.0
YDR295C,YNL021W,1.0
YDR295C,YPR179C,1.0
YDR299W,YDR365C,1.0
YDR299W,YER127W,1.0
YDR299W,YGR145W,1.0
YDR301W,YKR002W,1.0
YDR301W,YNL317W,1.0
YDR301W,YPR107C,1.0
YDR303C,YGR054W,1.0
YDR304C,YDL078C,1.0
YDR304C,YDR248C,1.0
YDR304C,YER050C,1.0
YDR304C,YFR030W,1.0
YDR304C,YHL008C,1.0
YDR304C,YHR097C,1.0
YDR304C,YHR185C,1.0
YDR304C,YIL063C,1.0
YDR304C,YMR016C,1.0
YDR308C,YCR081W,1.0
YDR308C,YDR443C,1.0
YDR308C,YER022W,1.0
YDR308C,YGL025C,1.0
YDR308C,YGL127C,1.0
YDR308C,YGL151W,1.0
YDR308C,YLR071C,1.0
YDR308C,YNL236W,1.0
YDR308C,YOL051W,1.0
YDR308C,YOL135C,1.0
YDR308C,YOR174W,1.0
YDR308C,YPR070W,1.0
YDR308C,YPR168W,1.0
YDR310C,YOL068C,1.0
YDR310C,YOR279C,1.0
YDR311W,YER168C,1.0
YDR311W,YGR098C,1.0
YDR311W,YLR005W,1.0
YDR311W,YMR228W,1.0
YDR311W,YPR025C,1.0
YDR313C,YLR083C,1.0
YDR318W,YGR006W,1.0
YDR318W,YGR179C,1.0
YDR318W,YJR135C,1.0
YDR318W,YLR315W,1.0
YDR318W,YPR046W,1.0
YDR320C,YPR045C,1.0
YDR320C-A,YPR155C,1.0
YDR322C-A,YOR335C,1.0
YDR322W,YCR003W,1.0
YDR322W,YDR462W,1.0
YDR322W,YLR312W-A,1.0
YDR322W,YNL005C,1.0
YDR322W,YNL252C,1.0
YDR324C,YDR398W,1.0
YDR324C,YEL055C,1.0
YDR324C,YGR128C,1.0
YDR324C,YHR196W,1.0
YDR324C,YJL109C,1.0
YDR324C,YMR093W,1.0
YDR324C,YPL126W,1.0
YDR324C,YPR144C,1.0
YDR328C,YDL216C,1.0
YDR328C,YDR054C,1.0
YDR328C,YDR179C,1.0
YDR328C,YIL071C,1.0
YDR328C,YJR033C,1.0
YDR328C,YMR258C,1.0
YDR328C,YOL117W,1.0
YDR332W,YGR220C,1.0
YDR332W,YJL107C,1.0
YDR334W,YBR231C,1.0
YDR334W,YDR485C,1.0
YDR334W,YGR002C,1.0
YDR334W,YGR086C,1.0
YDR334W,YJL081C,1.0
YDR334W,YKR072C,1.0
YDR334W,YLR085C,1.0
YDR334W,YLR385C,1.0
YDR334W,YML041C,1.0
YDR334W,YNL107W,1.0
YDR334W,YPL235W,1.0
YDR337W,YER050C,1.0
YDR337W,YGL129C,1.0
YDR337W,YGR165W,1.0
YDR337W,YJL063C,1.0
YDR337W,YJR113C,1.0
YDR337W,YKL155C,1.0
YDR337W,YNL137C,1.0
YDR337W,YNL306W,1.0
YDR346C,YPL111W,1.0
YDR347W,YDR124W,1.0
YDR347W,YER050C,1.0
YDR347W,YGL129C,1.0
YDR347W,YGR165W,1.0
YDR347W,YHL004W,1.0
YDR347W,YJR060W,1.0
YDR347W,YNL137C,1.0
YDR347W,YOR158W,1.0
YDR347W,YPL118W,1.0
YDR347W,YPR080W,1.0
YDR353W,YHR106W,1.0
YDR354W,YER065C,1.0
YDR357C,YEL005C,1.0
YDR357C,YKL061W,1.0
YDR359C,YFL024C,1.0
YDR359C,YHR090C,1.0
YDR359C,YJR082C,1.0
YDR359C,YNL136W,1.0
YDR359C,YPR023C,1.0
YDR361C,YPL208W,1.0
YDR362C,YDR087C,1.0
YDR362C,YDR155C,1.0
YDR362C,YDR174W,1.0
YDR362C,YGR047C,1.0
YDR362C,YOR110W,1.0
YDR362C,YPL007C,1.0
YDR363W-A,YBL054W,1.0
YDR363W-A,YBR080C,1.0
YDR363W-A,YCR014C,1.0
YDR363W-A,YDL030W,1.0
YDR363W-A,YDL097C,1.0
YDR363W-A,YDR108W,1.0
YDR363W-A,YDR394W,1.0
YDR363W-A,YDR427W,1.0
YDR363W-A,YER021W,1.0
YDR363W-A,YFR004W,1.0
YDR363W-A,YFR010W,1.0
YDR363W-A,YFR052W,1.0
YDR363W-A,YGL048C,1.0
YDR363W-A,YGL094C,1.0
YDR363W-A,YGR232W,1.0
YDR363W-A,YHR027C,1.0
YDR363W-A,YHR200W,1.0
YDR363W-A,YIL075C,1.0
YDR363W-A,YIR012W,1.0
YDR363W-A,YJR084W,1.0
YDR363W-A,YKL145W,1.0
YDR363W-A,YLR421C,1.0
YDR363W-A,YMR173W,1.0
YDR363W-A,YNL047C,1.0
YDR363W-A,YNL087W,1.0
YDR363W-A,YOR117W,1.0
YDR363W-A,YOR209C,1.0
YDR363W-A,YOR257W,1.0
YDR363W-A,YOR259C,1.0
YDR363W-A,YOR261C,1.0
YDR363W-A,YPR045C,1.0
YDR363W-A,YPR108W,1.0
YDR365C,YHR065C,1.0
YDR365C,YKL015W,1.0
YDR365C,YKL104C,1.0
YDR365C,YMR280C,1.0
YDR365C,YNR054C,1.0
YDR369C,YNL084C,1.0
YDR369C,YNL250W,1.0
YDR372C,YLR149C,1.0
YDR378C,YDR473C,1.0
YDR378C,YGR091W,1.0
YDR378C,YLR438C-A,1.0
YDR378C,YNR011C,1.0
YDR379W,YNL307C,1.0
YDR381W,YAL007C,1.0
YDR381W,YAL027W,1.0
YDR381W,YBL024W,1.0
YDR381W,YBL093C,1.0
YDR381W,YBR054W,1.0
YDR381W,YBR159W,1.0
YDR381W,YBR187W,1.0
YDR381W,YBR215W,1.0
YDR381W,YBR278W,1.0
YDR381W,YCL011C,1.0
YDR381W,YCR009C,1.0
YDR381W,YCR043C,1.0
YDR381W,YDL019C,1.0
YDR381W,YDL040C,1.0
YDR381W,YDL043C,1.0
YDR381W,YDL060W,1.0
YDR381W,YDL070W,1.0
YDR381W,YDL092W,1.0
YDR381W,YDL182W,1.0
YDR381W,YDL201W,1.0
YDR381W,YDR001C,1.0
YDR381W,YDR174W,1.0
YDR381W,YDR195W,1.0
YDR381W,YDR207C,1.0
YDR381W,YDR283C,1.0
YDR381W,YDR365C,1.0
YDR381W,YDR398W,1.0
YDR381W,YDR440W,1.0
YDR381W,YDR449C,1.0
YDR381W,YDR462W,1.0
YDR381W,YDR475C,1.0
YDR381W,YDR515W,1.0
YDR381W,YER035W,1.0
YDR381W,YER050C,1.0
YDR381W,YER174C,1.0
YDR381W,YFR010W,1.0
YDR381W,YFR030W,1.0
YDR381W,YGL067W,1.0
YDR381W,YGL099W,1.0
YDR381W,YGL112C,1.0
YDR381W,YGL120C,1.0
YDR381W,YGL122C,1.0
YDR381W,YGL166W,1.0
YDR381W,YGL173C,1.0
YDR381W,YGL200C,1.0
YDR381W,YGL213C,1.0
YDR381W,YGL244W,1.0
YDR381W,YGL252C,1.0
YDR381W,YGR128C,1.0
YDR381W,YGR170W,1.0
YDR381W,YGR245C,1.0
YDR381W,YHL034C,1.0
YDR381W,YHR013C,1.0
YDR381W,YHR039C,1.0
YDR381W,YHR052W,1.0
YDR381W,YHR066W,1.0
YDR381W,YHR090C,1.0
YDR381W,YHR118C,1.0
YDR381W,YHR127W,1.0
YDR381W,YHR185C,1.0
YDR381W,YHR193C,1.0
YDR381W,YIL026C,1.0
YDR381W,YIL043C,1.0
YDR381W,YIL070C,1.0
YDR381W,YIL161W,1.0
YDR381W,YIR001C,1.0
YDR381W,YIR008C,1.0
YDR381W,YJL006C,1.0
YDR381W,YJL033W,1.0
YDR381W,YJL050W,1.0
YDR381W,YJL109C,1.0
YDR381W,YJL125C,1.0
YDR381W,YJL128C,1.0
YDR381W,YJL168C,1.0
YDR381W,YJR032W,1.0
YDR381W,YJR041C,1.0
YDR381W,YJR084W,1.0
YDR381W,YKL004W,1.0
YDR381W,YKL018W,1.0
YDR381W,YKL023W,1.0
YDR381W,YKL075C,1.0
YDR381W,YKL114C,1.0
YDR381W,YKL155C,1.0
YDR381W,YKL212W,1.0
YDR381W,YKR024C,1.0
YDR381W,YKR037C,1.0
YDR381W,YKR048C,1.0
YDR381W,YKR092C,1.0
YDR381W,YLL027W,1.0
YDR381W,YLR002C,1.0
YDR381W,YLR022C,1.0
YDR381W,YLR085C,1.0
YDR381W,YLR170C,1.0
YDR381W,YLR333C,1.0
YDR381W,YLR386W,1.0
YDR381W,YLR398C,1.0
YDR381W,YLR429W,1.0
YDR381W,YLR435W,1.0
YDR381W,YLR455W,1.0
YDR381W,YML010W,1.0
YDR381W,YML012W,1.0
YDR381W,YML062C,1.0
YDR381W,YML065W,1.0
YDR381W,YML112W,1.0
YDR381W,YMR014W,1.0
YDR381W,YMR123W,1.0
YDR381W,YMR128W,1.0
YDR381W,YMR229C,1.0
YDR381W,YMR237W,1.0
YDR381W,YMR239C,1.0
YDR381W,YMR240C,1.0
YDR381W,YNL049C,1.0
YDR381W,YNL051W,1.0
YDR381W,YNL061W,1.0
YDR381W,YNL088W,1.0
YDR381W,YNL139C,1.0
YDR381W,YNL177C,1.0
YDR381W,YNL238W,1.0
YDR381W,YNL252C,1.0
YDR381W,YNL293W,1.0
YDR381W,YNL308C,1.0
YDR381W,YNL317W,1.0
YDR381W,YNR051C,1.0
YDR381W,YOL004W,1.0
YDR381W,YOL033W,1.0
YDR381W,YOL115W,1.0
YDR381W,YOR048C,1.0
YDR381W,YOR206W,1.0
YDR381W,YOR213C,1.0
YDR381W,YPL001W,1.0
YDR381W,YPL022W,1.0
YDR381W,YPL169C,1.0
YDR381W,YPL195W,1.0
YDR381W,YPL209C,1.0
YDR381W,YPL217C,1.0
YDR381W,YPL227C,1.0
YDR381W,YPR045C,1.0
YDR381W,YPR107C,1.0
YDR381W,YPR162C,1.0
YDR385W,YDR044W,1.0
YDR385W,YDR166C,1.0
YDR385W,YER023W,1.0
YDR385W,YGR187C,1.0
YDR385W,YHL014C,1.0
YDR385W,YIL103W,1.0
YDR385W,YIR007W,1.0
YDR385W,YJL033W,1.0
YDR385W,YJL046W,1.0
YDR385W,YJL062W-A,1.0
YDR385W,YKL191W,1.0
YDR385W,YLR027C,1.0
YDR385W,YML011C,1.0
YDR385W,YMR031C,1.0
YDR385W,YMR315W,1.0
YDR385W,YNL045W,1.0
YDR385W,YNL250W,1.0
YDR385W,YOL013C,1.0
YDR385W,YOR133W,1.0
YDR388W,YBL058W,1.0
YDR388W,YBL071W-A,1.0
YDR388W,YBL097W,1.0
YDR388W,YBR058C,1.0
YDR388W,YBR097W,1.0
YDR388W,YBR108W,1.0
YDR388W,YBR278W,1.0
YDR388W,YCL014W,1.0
YDR388W,YCR008W,1.0
YDR388W,YCR043C,1.0
YDR388W,YCR086W,1.0
YDR388W,YDL031W,1.0
YDR388W,YDL095W,1.0
YDR388W,YDL125C,1.0
YDR388W,YDR052C,1.0
YDR388W,YDR243C,1.0
YDR388W,YDR314C,1.0
YDR388W,YDR365C,1.0
YDR388W,YDR416W,1.0
YDR388W,YDR449C,1.0
YDR388W,YDR523C,1.0
YDR388W,YEL037C,1.0
YDR388W,YER049W,1.0
YDR388W,YER116C,1.0
YDR388W,YER129W,1.0
YDR388W,YFR010W,1.0
YDR388W,YFR024C-A,1.0
YDR388W,YFR030W,1.0
YDR388W,YGL070C,1.0
YDR388W,YGL106W,1.0
YDR388W,YGL175C,1.0
YDR388W,YGL252C,1.0
YDR388W,YGR188C,1.0
YDR388W,YGR250C,1.0
YDR388W,YHL008C,1.0
YDR388W,YHL032C,1.0
YDR388W,YHR042W,1.0
YDR388W,YHR185C,1.0
YDR388W,YIL015W,1.0
YDR388W,YIL033C,1.0
YDR388W,YIL039W,1.0
YDR388W,YIL063C,1.0
YDR388W,YIL148W,1.0
YDR388W,YJL033W,1.0
YDR388W,YJL084C,1.0
YDR388W,YJL102W,1.0
YDR388W,YJR043C,1.0
YDR388W,YKL018W,1.0
YDR388W,YKR011C,1.0
YDR388W,YLL022C,1.0
YDR388W,YLL027W,1.0
YDR388W,YLR015W,1.0
YDR388W,YLR096W,1.0
YDR388W,YLR144C,1.0
YDR388W,YLR218C,1.0
YDR388W,YLR272C,1.0
YDR388W,YLR381W,1.0
YDR388W,YLR429W,1.0
YDR388W,YML011C,1.0
YDR388W,YML016C,1.0
YDR388W,YMR093W,1.0
YDR388W,YMR192W,1.0
YDR388W,YNL103W,1.0
YDR388W,YNL244C,1.0
YDR388W,YOL098C,1.0
YDR388W,YOR057W,1.0
YDR388W,YOR138C,1.0
YDR388W,YOR195W,1.0
YDR388W,YOR196C,1.0
YDR388W,YPL022W,1.0
YDR388W,YPL209C,1.0
YDR388W,YPL249C,1.0
YDR388W,YPR093C,1.0
YDR388W,YPR161C,1.0
YDR390C,YPR180W,1.0
YDR392W,YNL175C,1.0
YDR394W,YDL097C,1.0
YDR394W,YDR427W,1.0
YDR394W,YFR004W,1.0
YDR394W,YFR010W,1.0
YDR394W,YGL048C,1.0
YDR394W,YGR232W,1.0
YDR394W,YHR027C,1.0
YDR394W,YHR200W,1.0
YDR394W,YIL075C,1.0
YDR394W,YOR261C,1.0
YDR394W,YPR108W,1.0
YDR397C,YER159C,1.0
YDR398W,YGR128C,1.0
YDR398W,YHR196W,1.0
YDR398W,YJL109C,1.0
YDR398W,YKR092C,1.0
YDR398W,YMR093W,1.0
YDR398W,YPL126W,1.0
YDR400W,YKL061W,1.0
YDR405W,YDR322W,1.0
YDR405W,YLR439W,1.0
YDR405W,YMR024W,1.0
YDR405W,YNL005C,1.0
YDR405W,YNL284C,1.0
YDR405W,YPL173W,1.0
YDR407C,YKR068C,1.0
YDR412W,YBR187W,1.0
YDR416W,YBR188C,1.0
YDR416W,YIL068C,1.0
YDR416W,YJR050W,1.0
YDR416W,YLL036C,1.0
YDR416W,YLR117C,1.0
YDR416W,YMR213W,1.0
YDR419W,YDR477W,1.0
YDR419W,YER027C,1.0
YDR419W,YGL115W,1.0
YDR422C,YER129W,1.0
YDR422C,YER162C,1.0
YDR422C,YLR408C,1.0
YDR424C,YDR488C,1.0
YDR424C,YKR082W,1.0
YDR425W,YJL036W,1.0
YDR427W,YBR069C,1.0
YDR427W,YBR080C,1.0
YDR427W,YDR159W,1.0
YDR427W,YGR232W,1.0
YDR427W,YLR421C,1.0
YDR427W,YMR191W,1.0
YDR427W,YOR209C,1.0
YDR427W,YPR040W,1.0
YDR427W,YPR108W,1.0
YDR429C,YBR065C,1.0
YDR429C,YER071C,1.0
YDR429C,YMR146C,1.0
YDR429C,YMR309C,1.0
YDR429C,YOR361C,1.0
YDR436W,YFR040W,1.0
YDR436W,YML016C,1.0
YDR443C,YHR067W,1.0
YDR443C,YPL042C,1.0
YDR448W,YCR082W,1.0
YDR448W,YDR392W,1.0
YDR448W,YGR252W,1.0
YDR448W,YPL047W,1.0
YDR449C,YDR436W,1.0
YDR449C,YGR223C,1.0
YDR453C,YGR185C,1.0
YDR453C,YML028W,1.0
YDR457W,YLL021W,1.0
YDR457W,YOL025W,1.0
YDR460W,YDR311W,1.0
YDR460W,YER171W,1.0
YDR460W,YLR005W,1.0
YDR460W,YPR025C,1.0
YDR462W,YNL005C,1.0
YDR462W,YNL252C,1.0
YDR463W,YDR457W,1.0
YDR469W,YBR258C,1.0
YDR469W,YHR119W,1.0
YDR469W,YKL018W,1.0
YDR469W,YLR015W,1.0
YDR469W,YPL138C,1.0
YDR472W,YHR047C,1.0
YDR473C,YER172C,1.0
YDR473C,YFL017W-A,1.0
YDR473C,YGR091W,1.0
YDR473C,YKL173W,1.0
YDR473C,YLR438C-A,1.0
YDR473C,YNR011C,1.0
YDR475C,YER133W,1.0
YDR475C,YOR289W,1.0
YDR477W,YDR422C,1.0
YDR477W,YER027C,1.0
YDR477W,YER129W,1.0
YDR477W,YGL115W,1.0
YDR477W,YGL208W,1.0
YDR482C,YLL036C,1.0
YDR482C,YLR117C,1.0
YDR482C,YMR240C,1.0
YDR482C,YPL151C,1.0
YDR484W,YJL029C,1.0
YDR485C,YBR231C,1.0
YDR485C,YGR086C,1.0
YDR485C,YJL081C,1.0
YDR485C,YLR385C,1.0
YDR485C,YML041C,1.0
YDR485C,YPL235W,1.0
YDR486C,YLR181C,1.0
YDR489W,YOL146W,1.0
YDR490C,YPL005W,1.0
YDR494W,YNR036C,1.0
YDR496C,YHL034C,1.0
YDR496C,YHR066W,1.0
YDR496C,YPR144C,1.0
YDR499W,YJR096W,1.0
YDR501W,YKR078W,1.0
YDR502C,YHL014C,1.0
YDR502C,YLR180W,1.0
YDR507C,YDR365C,1.0
YDR507C,YHR107C,1.0
YDR507C,YIR008C,1.0
YDR507C,YIR022W,1.0
YDR507C,YLR175W,1.0
YDR507C,YMR139W,1.0
YDR515W,YPR188C,1.0
YDR517W,YIL109C,1.0
YDR517W,YPR181C,1.0
YDR519W,YOL088C,1.0
YDR520C,YPR034W,1.0
YDR532C,YGL093W,1.0
YDR533C,YMR322C,1.0
YEL003W,YGR078C,1.0
YEL003W,YJL041W,1.0
YEL003W,YJL179W,1.0
YEL003W,YML094W,1.0
YEL003W,YNL153C,1.0
YEL005C,YGL079W,1.0
YEL005C,YLR408C,1.0
YEL005C,YNL086W,1.0
YEL012W,YLR410W,1.0
YEL013W,YNL168C,1.0
YEL015W,YER035W,1.0
YEL015W,YJL124C,1.0
YEL015W,YLR438C-A,1.0
YEL015W,YNL118C,1.0
YEL015W,YOL149W,1.0
YEL018W,YDR359C,1.0
YEL018W,YFL024C,1.0
YEL018W,YHR090C,1.0
YEL018W,YHR099W,1.0
YEL018W,YJR082C,1.0
YEL018W,YNL136W,1.0
YEL018W,YOR244W,1.0
YEL018W,YPR023C,1.0
YEL019C,YOL034W,1.0
YEL023C,YDR454C,1.0
YEL023C,YHL002W,1.0
YEL023C,YKL216W,1.0
YEL023C,YOR269W,1.0
YEL023C,YOR305W,1.0
YEL023C,YOR368W,1.0
YEL025C,YLR452C,1.0
YEL025C,YMR276W,1.0
YEL026W,YCL014W,1.0
YEL026W,YDL141W,1.0
YEL026W,YDR419W,1.0
YEL026W,YGL078C,1.0
YEL026W,YHR013C,1.0
YEL026W,YHR161C,1.0
YEL026W,YIL056W,1.0
YEL026W,YJL128C,1.0
YEL026W,YJR010C-A,1.0
YEL026W,YLR398C,1.0
